,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
30420,https://washingtondc.craigslist.org/nva/apa/d/manassas-beautiful-single-family-home/7049745368.html,"washington, DC",2800,house,3020,7,3.0,0,0,1,0,0,0,,,https://images.craigslist.org/00505_2h9j6U1qKOK_600x450.jpg,"Stunning and amazing luxury home! A must see!   Beautiful hardwood flooring, marble counters, stain steel appliances, marble and mosaic bathrooms, new carpeting and fixtures, extensive remodeling. Spacious w/ 7 bedrooms, 3 full bath, master bed w/ hi ceilings ,   large family area & basement w/ fireplace. spacious front yard and backyard with shed. Priced competitively & a great value. Close to Rt 28.   show contact info  Rose   show contact info",38.793,-77.5266,dc
30421,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-price-drop-on-rent-call-us/7046421866.html,"washington, DC",1448,apartment,867,1,1.0,1,0,1,1,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00101_hgUNDriq8u5_600x450.jpg,"Fabulous renovations are underway at Plaza Towers Apartments!Â Â Modern, stylish & new are all coming soon!Â Â Tour today and view the exciting plans & renovated apartment homes.Â Â Itâs time to ENERGIZE your lifestyle!Plaza Towers Apartments, a high-rise nestled atop rolling green hills and just moments away from EVERYTHING you could want or need.Â Â Located 2 blocks from the Prince Georgeâs Plaza Metro on the green line, our residents enjoy easy access to the Metro bus, MARC commuter rail.Â Â Shopping, dining and entertainment are just a block away at Prince Georges Plaza and The Mall at Prince Georgeâs.Our community is the perfect fit for those who enjoy variety and convenience.Please call for visit today.-Stainless Steel Appliances-Package Receiving-Concierge-On-Site Management-Air Conditioning-Cable Ready-Concierge Service-BBQ/Picnic Area-Beautiful Grounds with Mature Trees & Winding Trails-Apartments-Online Payments Available-Playground-1 block to PG Plaza-Controlled Access-High-Speed Internet Access-Tennis Courts-Enormous Bedrooms-Outdoor Pool w/Sun DeckCall:  show contact info We have an AMAZING location in Hyattsville, MD very close to The University of Maryland, PG Community College, College Park, Adelphi, Beltsville, Berwyn Heights, Bowie, Colesville, Chillum, Greenbelt, Langley Park, Lanham, Takoma Park, Mount Rainier, West Hyattsville, NASA and a short drive to Washington DC, Silver Spring, and the FDA. Â  Availability and Pricing are subject to change!Â  Call us today!!Â Terms and conditions apply. We are happy to answer your questions and help you find the PERFECT new home!",38.9721,-76.9558,dc
30422,https://washingtondc.craigslist.org/nva/apa/d/arlington-save-300-off-first-months/7042519394.html,"washington, DC",1605,apartment,439,0,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00D0D_5Amal4gdDNd_600x450.jpg,"Enhance Your Life in Our Arlington ApartmentsPotomac Towers is at the intersection of thriving city life and a quiet, tree-lined neighborhood. Itâs at the center of it all, but worlds apart. Itâs minutes to downtown and steps to the great outdoors. Itâs for the homebodies and the extroverts and everyone in between. Community amenities include a swimming pool, a newly expanded and renovated fitness center, outdoor lounge, in-unit washer and dryers, and parking.Rooftop Deck with City ViewsCar Wash PortWhirlpool Stainless Steel Appliance PackageBrand New Resident Clubroom and LoungeResident Bike StorageMinutes to I-66, Route 50, Lee Highway and Key BridgeWalking Distance to MOMâs Organic Grocery and Courthouse MetroDirect Access to Bike Trail Leading Into the CityPrivate PatioCapital Bikeshare ProgramResident EventsNewly Renovated and Expanded Fitness CenterCall:  show contact info Pricing and Specials subject to change daily and restrictions may apply. Please contact leasing agent for details.",38.8871,-77.0932,dc
30423,https://washingtondc.craigslist.org/nva/apa/d/arlington-1-bedroom-dishwasher-granite/7048407037.html,"washington, DC",1694,apartment,528,1,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00w0w_ifIRZjPEy9C_600x450.jpg,"Luxury Apartment living just 15 minutes from DC! Siena Park features a year-round Rooftop deck, pool, gym, and Business center. With 188 beautiful apartment homes, and lush courtyard, and transportation and dining all within walking distance, Siena Park is one of Arlington's most sought out communities!  Gym with free weight and cardio-equipment, Garage Parking, Microwave, Hardwood floors, Washer/dryer, Plush carpet, Lush Courtyard, Dishwasher, Ceramic tile, Rooftop Deck   show contact info",38.859,-77.0997,dc
30424,https://washingtondc.craigslist.org/nva/apa/d/alexandria-apartments-in-alexandria/7045426952.html,"washington, DC",1310,apartment,564,1,1.0,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00w0w_2Mss22TeBRK_600x450.jpg,"Welcome to Manchester Lakes Senior Apartment Homes, located in Alexandria, Virginia.  Our beautiful, hotel-inspired community is perfect for active adults, ages 55 and better.  With convenient access to shopping, transportation and the District, our Northern Virginia location makes Manchester Lakes an ideal and affordable living option for active adults.  Our community offers one and two bedroom floor plans, designed with your comfort and convenience in mind.  Our homes come well-appointed with amenities like your own private patio/balcony, an all-electric gourmet kitchen, and plush wall to wall carpeting.  Call or visit us today!  -Extra Storage -Business Center with High Speed Internet Access -Elevator -Dishwasher -All Electric Kitchen -Private Balconies and Patios -On-call Maintenance & 48-hour Maintenance Commitment -Cable & Satellite Ready -Clubhouse -Mini and Vertical Blinds  Call:  show contact info   For more information, visit us at: livewithjrk.com/ManchesterLakesSeniorApts",38.7596,-77.1485,dc
30425,https://washingtondc.craigslist.org/mld/apa/d/greenbelt-do-you-need-help-getting/7037880145.html,"washington, DC",1705,apartment,825,2,2.0,0,0,1,0,0,0,,,https://images.craigslist.org/00q0q_ckNpserZUWs_600x450.jpg,"Charlestowne NorthWelcome to Charlestowne North Apartments, a classicÂ high-riseÂ community with everything you're looking for. Unwind at the swimming pool or take advantage of the newly redecorated community room. At Charlestowne North, you'll live surrounded by mature trees in a quiet residential neighborhood, but yet you're close to transportation, shopping and entertainment. With a wide variety of apartment layouts to choose from, there's a perfect apartment home waiting for you at Charlestowne North Apartments.-Tennis Court-Wall-to-Wall Carpeting-Elevator-Stylish Kitchens and Baths-Near Public Transportation and UMD-BBQ/Picnic Area-Air Conditioning-Corporate Housing Available-Laundry Facility-Swimming Pool-Utilities Paid-Metro AccessibleCall:  show contact info Managed ROSS CompaniesEqual Housing OpportunityPricing may include current specials and is subject to change without notice.",38.9996,-76.884,dc
30426,https://washingtondc.craigslist.org/mld/apa/d/suitland-washer-dryer-pet-friendly-and/7046852503.html,"washington, DC",1487,apartment,992,2,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00c0c_BGcswusOIX_600x450.jpg,"Park GreeneApartments in Suitland, MD, near the Metro. Offering spacious 1, 2- & 3-Bedroom apartments, Park Greene Apartments has everything you want in Suitland, MD!. Its location is highly desirable with easy access to shopping, dining and entertainment like National Harbor and FedEx Field. Youâll also have an easy commute with access to the cityâs major thoroughfares and the Suitland Metro only two blocks away! Whether you unwind on your private patio or balcony or take a dip in our relaxing swimming pool, youâll be glad you chose Park Greene. Welcome home!-Private patios and balconies-Washer and dryer in each apartment home-Ample parking-Spacious living and dining rooms-Generous closet space-On-Site Management-Fully equipped kitchens-Package Receiving-Quick and easy online rent payment-Courtyard-Wall-to-wall carpet-Spacious one-, two- and three-bedroom apartmentsCall:  show contact info Managed ROSS CompaniesEqual Housing OpportunityPricing may include current specials and is subject to change without notice.",38.8425,-76.9222,dc
30427,https://washingtondc.craigslist.org/nva/apa/d/alexandria-individual-climate-control/7047494183.html,"washington, DC",1635,apartment,564,0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,https://images.craigslist.org/00z0z_lYd7ZCUN68c_600x450.jpg,"Welcome to Lincoln Old Town, a residential community featuring renovated Studio, One & Two bedroom apartments in Alexandria, VA. Lincoln Old Town brings the history of Old Town and the modernity of your every day together for an irresistible coupling.  Explore newly renovated homes just around the corner from shops, bites and trains.  Spacious layouts and amenities welcome you home, along with exceptional service and an ideal location within walking distance to the King Street and Eisenhower Metro stations.  -Individual Climate Control -Ice maker -Breakfast Bars -Putting Green -Air Conditioning -Technology Enhancements, Including USB ports and Nest Thermostats -Wood Laminate Flooring -Granite Countertops -Outdoor Firepits with Lounge Areas -Ceramic Tile Floors and Ceramic Tub Surrounds   show contact info",38.8028,-77.0602,dc
30428,https://washingtondc.craigslist.org/mld/apa/d/temple-hills-renovated-heat-included/7043412434.html,"washington, DC",1475,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00z0z_55LnXVWA4Mh_600x450.jpg,"If you are looking for a small, quaint community in a neighborhood setting, look no further! Raleigh Court Apartments offers spacious one, two and three bedroom residences featuring controlled access buildings, ample parking and laundry care centers throughout the community. Located minutes from Branch Avenue, Naylor Road Metro (Green Line) and I-495, Raleigh Court provides a park-like setting, value priced in Temple Hills, Maryland! Find your place. Home awaits you at Raleigh Court!  -Laundry Facilities -Eat-In Kitchens -Separate Dining Room Area -Microwave -Spacious Closets -Close to Freeway -Ceramic Tile Bathrooms -Hardwood Flooring -Stainless Steel Appliances -Private Balcony -Close to Schools -Walk-In Closet -Carpeted -Washer & Dryer in select apartments*  Call:  show contact info  www.raleighcourt.net",38.8222,-76.9478,dc
30429,https://washingtondc.craigslist.org/mld/apa/d/gaithersburg-proud-affiliate-of-the-naa/7042382058.html,"washington, DC",1400,apartment,768,1,1.0,1,1,1,1,0,0,,,https://images.craigslist.org/00a0a_c6XTOzo1yFN_600x450.jpg,"Get more than an apartment at Park Station, apartments for rent in Gaithersburg, Maryland that offer a lifestyle of comfort, practicality, and luxury. Here you can find a community that empowers you to live the life you envision for yourself, whether youâre relaxing at home, making use of our convenient community amenities, or taking advantage of our prime location to fulfill your everyday needs. Start creating your dream home for yourself by looking through our wide selection of one-, two-, and three-bedroom floor plans to see what would suit you. Ranging from 687 to 1,363 square feet and including either one, two, or even three bathrooms, these layouts offer you the ideal selection of creatively designed layouts that also look and feel natural, too. Apartments come stocked with the most coveted and beautiful amenities, including a full-size washer and dryer, a fully applianced kitchen, nine-foot ceilings, spacious closets, and more. Live a life of luxury here. Easily submit work orders and payments online. Meet your goals at our 24-hour fitness center and outdoor pool. Entertain guests at our clubroom. Or sit back and relax knowing youâre taken care of here. Your Park Station home is not only a retreat from the outside world, but it can also be a great starting point for your adventures as you explore nearby areas. Our location makes running errands simple and quick, as Costco, Samâs Club, Trader Joeâs, Gaithersburg Square and Montgomery Crossing are just streets away. Stretch your legs at nearby parks, or drop the kids off at school without a hitch at local public schools. Accomplish these and other daily duties by making use of local transportation options like the MARC station and the Metro. They can take you to the I-270 Technology Corridor, IBM, Rockville, and Frederick, all without a fuss. Get to know our community better by contacting us to schedule an in-person visit! We look forward to meeting you.  -Proud Affiliate of the NAA -Lofts and vaulted ceilings (in selected units) -Dishwasher -All White-on-Whiite GE Appliances -Fully applianced kitchen -Proud Supporter of Move for Hunger -24 hour fitness room -Pre-wired multi-phone lines -Central Air Conditioning -Clubroom with billiard table -Elevated garage parking  Call:  show contact info",39.1419,-77.189,dc
30430,https://washingtondc.craigslist.org/nva/apa/d/alexandria-city-outside-tranquility/7046333985.html,"washington, DC",1653,apartment,1000,2,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00X0X_4e1UW9oU8gB_600x450.jpg,"Seminary Towers in Alexandria, VA, offers studio, one-, two-, and three- bedroom floor plans featuring sleek, modern kitchens, and separate dining rooms. Did we mention the stunning, panoramic views from your private balcony or our rooftop fitness center (one of two fitness centers)? This high-rise living at its finest with controlled building access, 24-hour concierge service, and elevators for your convenience. You're sure to love gathering with friends at our clubroom or sparkling pool. Set among gorgeous shade trees, this is the perfect home for DC commuters. Convenient to the Metro, I-395, I-495, and I-95, venture into DC for work or play. You'll also find plenty to do in historic Old Town Alexandria, just minutes from your front door!  -Business Center With Computers -Clubhouse -Green Community -Beautifully Landscaped Grounds -Spacious Closets; Walk-in Closets -Extra Storage (Additional Fees Apply) -Balcony Or Patio & Panoramic View -Individual Climate Control -Newly Renovated Kitchens & Baths -Ceramic Tile Baths -Separate Dining Room -Energy Star Appliances  Call:  show contact info",38.8149,-77.12100000000001,dc
30431,https://washingtondc.craigslist.org/nva/apa/d/port-republic-granite-15-bath-free-heat/7046469348.html,"washington, DC",1580,apartment,977,2,1.5,1,1,1,0,0,0,laundry in bldg,,https://images.craigslist.org/00808_2ZLCVhgfvC9_600x450.jpg,"Colvin WoodsAll things considered, this must be your lucky day. You started out searching for pet friendly apartments in Reston, VA, and ended up finding a home at Colvin Woods. Nestled on 48 acres of woodland, Colvin Woods is the best kept secret in Reston. Located just minutes from Reston Town Center, Metro and the Dulles Toll Road, our newly renovated apartment homes offer country-style living with modern conveniences. Do you love your dog? Take them over to play at the dog park.Â Had a long day? RelaxÂ by theÂ swimming pool. Want to get your reps in? Head down toÂ the 24-hour fitness center. Â Time to work on your backhand? PracticeÂ on the tennis courts.Â With so much to do so close by, when you live at Colvin Woods theÂ possibilities are endless!-Fitness Center-Business Center-Cable or Satellite-Minutes to Dulles Toll Rd  I-495 & I-66-Tennis Court-Playground-Disability Access-Public Transportation-Tennis Courts-Washer and Dryers-Pool-Club HouseCall:  show contact info Managed ROSS CompaniesEqual Housing OpportunityPricing may include current specials and is subject to change without notice.",38.4705,-76.5084,dc
30432,https://washingtondc.craigslist.org/mld/apa/d/hyattsville-ceiling-fans-hardwood/7036549469.html,"washington, DC",1195,apartment,530,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/01717_f9BpvO0yOZP_600x450.jpg,"Cheverly Gardens is a 409-unit, garden-style apartment community in Hyattsville, Maryland. Each 1, 2, and 3 bedroom apartments have been newly renovated with features like fully upgraded kitchens, wood-style flooring, and two-tone paint. Enjoy the closest lifestyle interests such as Woodmore Towne Centre, Mall at Prince Georgeâs, FedEx Field, Downtown, D.C., and the National Harbor.  -Stainless Steel Appliances -On-Site Playgrounds -Granite-Like Countertops -Wood-style Floors -Ceiling Fans -Fitness Center  -Laundry Facilities -Designer Cabintery -Hardwood Floors  Call:  show contact info",38.9513,-76.8958,dc
30433,https://washingtondc.craigslist.org/nva/apa/d/alexandria-near-old-twn-1br-potowmack/7050107464.html,"washington, DC",1450,condo,610,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00y0y_5cKrTHMFX8l_600x450.jpg,"Single BR, 1 Ba unit north of Old Town just off the GW Parkway at Slater Ln. Unit has LV room, fully appointed kitchen, Dining area, stacked clothes W/D unit. Unit is carpeted, has Heating/AC unit, ceiling fan in BR, Walk-in Closet, Linen Closet, Utility Closet. some limited storage space may be available. Security Bldg., Intercom access, Courtyard view, across the street from running path along river. Other amenities include Social Center, Swimming pool, Spa, Workout room, Tennis Court, off street parking. Across the street from Metro Bus Stop. (1.1 miles) from Braddock Metro Station, 12 minute drive to DC (minus traffic) Monthly Rental ......$1450.00. 1 year Lease required. Security Deposit ($1450.00) required with 1st month's rent to move in. A Move in fee of $225.00 payable to 'Potowmack Crossing' also due at 'move in'. Credit check required. No Smoking No Pets Contact..... Ray at  show contact info  and/or  show contact info",38.806,-77.0529,dc
30434,https://washingtondc.craigslist.org/nva/apa/d/alexandria-near-old-twn-1br-potowmack/7050107343.html,"washington, DC",1450,condo,610,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00y0y_5cKrTHMFX8l_600x450.jpg,"Single BR, 1 Ba unit north of Old Town just off the GW Parkway at Slater Ln. Unit has LV room, fully appointed kitchen, Dining area, stacked clothes W/D unit. Unit is carpeted, has Heating/AC unit, ceiling fan in BR, Walk-in Closet, Linen Closet, Utility Closet. some limited storage space may be available. Security Bldg., Intercom access, Courtyard view, across the street from running path along river. Other amenities include Social Center, Swimming pool, Spa, Workout room, Tennis Court, off street parking. Across the street from Metro Bus Stop. (1.1 miles) from Braddock Metro Station, 12 minute drive to DC (minus traffic) Monthly Rental ......$1450.00. 1 year Lease required. Security Deposit ($1450.00) required with 1st month's rent to move in. A Move in fee of $225.00 payable to 'Potowmack Crossing' also due at 'move in'. Credit check required. No Smoking No Pets Contact..... Ray at  show contact info  and/or  show contact info",38.806,-77.0529,dc
30435,https://washingtondc.craigslist.org/nva/apa/d/alexandria-near-old-twn-1br-potowmack/7050107233.html,"washington, DC",1450,condo,610,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00y0y_5cKrTHMFX8l_600x450.jpg,"Single BR, 1 Ba unit north of Old Town just off the GW Parkway at Slater Ln. Unit has LV room, fully appointed kitchen, Dining area, stacked clothes W/D unit. Unit is carpeted, has Heating/AC unit, ceiling fan in BR, Walk-in Closet, Linen Closet, Utility Closet. some limited storage space may be available. Security Bldg., Intercom access, Courtyard view, across the street from running path along river. Other amenities include Social Center, Swimming pool, Spa, Workout room, Tennis Court, off street parking. Across the street from Metro Bus Stop. (1.1 miles) from Braddock Metro Station, 12 minute drive to DC (minus traffic) Monthly Rental ......$1450.00. 1 year Lease required. Security Deposit ($1450.00) required with 1st month's rent to move in. A Move in fee of $225.00 payable to 'Potowmack Crossing' also due at 'move in'. Credit check required. No Smoking No Pets Contact..... Ray at  show contact info  and/or  show contact info",38.806,-77.0529,dc
30436,https://washingtondc.craigslist.org/nva/apa/d/alexandria-near-old-twn-1br-potowmack/7050107126.html,"washington, DC",1450,condo,610,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00y0y_5cKrTHMFX8l_600x450.jpg,"Single BR, 1 Ba unit north of Old Town just off the GW Parkway at Slater Ln. Unit has LV room, fully appointed kitchen, Dining area, stacked clothes W/D unit. Unit is carpeted, has Heating/AC unit, ceiling fan in BR, Walk-in Closet, Linen Closet, Utility Closet. some limited storage space may be available. Security Bldg., Intercom access, Courtyard view, across the street from running path along river. Other amenities include Social Center, Swimming pool, Spa, Workout room, Tennis Court, off street parking. Across the street from Metro Bus Stop. (1.1 miles) from Braddock Metro Station, 12 minute drive to DC (minus traffic) Monthly Rental ......$1450.00. 1 year Lease required. Security Deposit ($1450.00) required with 1st month's rent to move in. A Move in fee of $225.00 payable to 'Potowmack Crossing' also due at 'move in'. Credit check required. No Smoking No Pets Contact..... Ray at  show contact info  and/or  show contact info",38.806,-77.0529,dc
30437,https://washingtondc.craigslist.org/nva/apa/d/alexandria-near-old-twn-1br-potowmack/7050107021.html,"washington, DC",1450,condo,610,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00y0y_5cKrTHMFX8l_600x450.jpg,"Single BR, 1 Ba unit north of Old Town just off the GW Parkway at Slater Ln. Unit has LV room, fully appointed kitchen, Dining area, stacked clothes W/D unit. Unit is carpeted, has Heating/AC unit, ceiling fan in BR, Walk-in Closet, Linen Closet, Utility Closet. some limited storage space may be available. Security Bldg., Intercom access, Courtyard view, across the street from running path along river. Other amenities include Social Center, Swimming pool, Spa, Workout room, Tennis Court, off street parking. Across the street from Metro Bus Stop. (1.1 miles) from Braddock Metro Station, 12 minute drive to DC (minus traffic) Monthly Rental ......$1450.00. 1 year Lease required. Security Deposit ($1450.00) required with 1st month's rent to move in. A Move in fee of $225.00 payable to 'Potowmack Crossing' also due at 'move in'. Credit check required. No Smoking No Pets Contact..... Ray at  show contact info  and/or  show contact info",38.806,-77.0529,dc
30438,https://washingtondc.craigslist.org/nva/apa/d/arlington-childrens-playground-24-hour/7048600484.html,"washington, DC",1540,apartment,700,1,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00505_lkhOPQrtgWP_600x450.jpg,"Welcome to Dominion Plaza, traditional high rise apartments overlooking the Army/Navy Country Club with captivating views of the DC Skyline in Arlington, VA. Conveniently located just a block from Columbia Pike for easy access to grocery stores, shops, and restaurants. Our location is ideal to grab a bike from Capital Bikeshare to explore nearby parks, farmer's markets, and bike trails. Frequent buses to the Pentagon Metro are easily accessible, and I-395 takes you straight into DC or Arlington in minutes.  -24-Hour Resident Business Center -Brushed Nickel Finishes -Conveniently Located To I-395 And George Washington Parkway -Soaring 9Ft Ceilings -Sparkling Swimming Pool With Sundeck -Children's Playground -New Fitness Center And Club Room -Beautiful City Views -Rooftop Resident Lounge With Seating -Large Windows With Beautiful Courtyard And Pool Views! -Laundry And Trash Facilities Located On Each Floor -Microwave  Call:  show contact info   Pricing and Specials subject to change daily and restrictions may apply. Please contact leasing agent for details.",38.859,-77.0997,dc
30439,https://washingtondc.craigslist.org/nva/apa/d/alexandria-courtyard-lounge-with-gas/7048671912.html,"washington, DC",1560,apartment,760,1,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00w0w_1GmqO9ZdMMk_600x450.jpg,"Itâs all about location and lifestyle at CITYSIDE Huntington Metro Apartments. Our beautifully renovated studio, one, two and three bedroom apartment homes are just moments from all the incredible shopping, dining and entertainment of Alexandria, VA. Conveniently located just off Route 1, near Belle Haven, Cityside puts you in one of the most desirable areas near Washington, DC.Walk to the Huntington Metro Station, work out in our rooftop fitness center complete with the most state-of-the-art equipment, including individual TVâs on each cardio machine, relax at our expansive outdoor pool with sundeck or meet with friends and neighbors for a cook-out at our courtyard lounge with gas BBQ grills. Cityside Huntington Metro, so much to enjoy at home and around town!-State-of-the-Art Fitness Center with City Views-Playground-Private Patios & Balcony-High Speed Internet Access-Free Shuttle to Huntington Metro Station-Stainless Steel Appliances-Walk-In Closets-Courtyard Lounge with Gas BBQ Grills-Near Metro-Exclusive Walking Trail to Huntington Metro Station-Beautiful Views of Alexandria and Washington DC-Outdoor Swimming Pool with Sundeck-Near Public Transit-Rooftop Sundeck & Lounge-Newly Renovated Kitchens & Baths-Pet Friendly Some Restrictions Apply-Open Floor Plans-Wall-to-Wall Carpet or Wood Plank FlooringCall:  show contact info We are in Alexandria and very near Annandale, Fairfax, Springfield, Shirlington, Mount Vernon, Del Ray, Potomac Yard, Arlington, Fort Belvoir, 22312, 20746, 22306,22315,22314,22033,22030Belle Haven, Mt Vernon, Ft Belvoir, Burke, Baily's Crossroads, Seven Corners, Falls Church, Potomac Yard, The Pentagon, Landmark. We are an equal housing opportunity. Ask For Julia.",38.7968,-77.0679,dc
30440,https://washingtondc.craigslist.org/nva/apa/d/annandale-near-retail-business-center/7045900274.html,"washington, DC",1741,apartment,1146,2,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00M0M_4TG3W7DLVQs_600x450.jpg,"Vistas of AnnandaleIf you're searching for the perfect Annandale apartment or townhome, then look no further. It's here! Vistas of Annandale has something for everyone: one, twoÂ and three bedroom apartmentsâsome with densâas well as two- and three-bedroom townhomes.Â Come take a tour and see how weâve perfected the art of apartment and townhomeÂ livingâ¦at Vistas of Annandale.-Fitness Center-Near Retail-24-hour On-site Emergency Maintenance-Dishwasher-BBQ/Picnic Area-Bilingual Staff-Business Center-Swimming Pool and Sundeck-Playground-Spacious One-, Two- and Three-bedroom Apartments, Plus Two- and Three-bedroom Townhouses, all in Well-designed Floor Plans-Resident Events-Washer & DryerCall:  show contact info Managed ROSS CompaniesEqual Housing OpportunityPricing may include current specials and is subject to change without notice.",38.8307,-77.2142,dc
30441,https://washingtondc.craigslist.org/doc/apa/d/washington-spacious-sunny-1-br-apt-on/7046603835.html,"washington, DC",1600,condo,608,1,1.0,0,0,0,0,0,0,w/d in unit,street parking,https://images.craigslist.org/01515_ldwkZYcyVgy_600x450.jpg,"Fall in love with this spacious 1b/1ba condo just steps away from Rock Creek Park and public transportation. This unit boasts beautiful views with lots of natural lighting, stainless steel appliances, granite countertops, washer/dryer in unit, beautiful hardwood flooring and plenty of storage. This 14 unit building was renovated few years ago and includes a separate storage room in the basement for each unit and a designated bike space in the bike storage room. Lounge and grill on the rooftop to observe the panoramic views of the city, including the Washington Monument. Perfect for viewing fireworks! Discounted membership for Cross-fit gym in the building.   Close to many shops and restaurants. Steps from major downtown bus-lines S1, 2, and 4 and 52, 54, and 59 and cross town bus-lines E2 and E4. Enjoy the Farmers Market on Saturday. Street parking does not require zone permit nor DC tags. The unit comes unfurnished.",38.9518,-77.0203,dc
30442,https://washingtondc.craigslist.org/nva/apa/d/fairfax-spacious-closets-walk-in/7047389297.html,"washington, DC",1380,apartment,500,0,1.0,1,1,1,0,0,0,,,https://images.craigslist.org/00A0A_lFBuAJ2VxVA_600x450.jpg,"The Courts at Fair Oaks offers you the finest in apartment living within the desirable community of Fairfax, VA. These one- and two-bedroom apartments are in a gated community offering spacious layouts, some featuring cozy fireplaces and soaring cathedral ceilings. Lush landscaping and beautiful vistas are hallmarks of The Courts at Fair Oaks. Highlighted by amenities including a sparkling swimming pool, modern clubhouse, tennis courts, fitness trail, and fitness center, these Fairfax, VA, apartments have all you could want. Plus, commuters will appreciate the convenience of nearby expressways, the Metro, and Dulles International Airport. Make yourself at home at the Courts at Fair Oaks.  -Picnic Area -High Or Cathedral Ceilings -Fully Equipped Kitchen With Brushed Silver Appliances -Balcony or Patio -Ample, On-Site Parking -Fireplace -On-Site Laundry Facility -Ceramic Tile Baths -Car Wash Area -Individual Climate Control -In-Home Washer & Dryer -Gated Community  Call:  show contact info",38.8458,-77.3242,dc
30443,https://washingtondc.craigslist.org/mld/apa/d/montgomery-village-spacious-closets/7044645264.html,"washington, DC",1153,apartment,794,1,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00909_jhc3n3TNEZl_600x450.jpg,"Love your lifestyle with the comfort, convenience, and value at Cider Mill Apartments, where you will find both classic and newly-renovated apartment homes on over 40 acres of well-landscaped grounds. We are conveniently located in Gaithersburg, MD, with three Ride on Bus stops throughout the community, easy access to I-270, and the Shady Grove Metro Red Line just five miles away. Our community is just minutes from both Lake Whetstone and across the street from Lakeforest Mall.  A fixture in Gaithersburg for many years, Cider Mill Apartments offers 13 different floor plans to choose from, all of which come with fully-equipped kitchens and optional stainless steel appliances, plus the choice of a private balcony or patio and den. Relax at our large swimming pool and take advantage of our new fitness center, playground, and car wash area, plus a friendly, professional on-site management team. We are pet friendly, welcoming your four-legged furry friends to be a part of our community!  Let Cider Mill Apartments Be Your New Home!  -Dishwasher & garbage disposal -Dens available -NEW laundry centers in all courtyards -Patio or balcony available -All new stainless steel appliances -Gas cooking -3 bus stops at community -Eat-in kitchens -Large swimming pool -Spacious closets -Car wash -Playground  Call:",39.1757,-77.1873,dc
30444,https://washingtondc.craigslist.org/nva/apa/d/alexandria-controlled-access-entry-new/7042652265.html,"washington, DC",1650,apartment,725,1,1.0,0,0,1,0,0,0,,,https://images.craigslist.org/00505_kMKVj1Jclth_600x450.jpg,"Get noticed at the all-new The Graham at Southern Towers. Located just off I-395 in Alexandria, at The Graham you will be moments from shopping and dining at Shirlington and Bailey's Crossroads and just across the street from the Mark Center Transit Station. Take an express bus straight from our front door to the Yellow or Blue Line at the Pentagon Metro Station or take in the view from your bright, airy apartment â it's been renovated inside and out with chic new finishes and fixtures. See and be seen, getting pumped in the new fitness center or hosting a barbeque on the walk-out terrace, just off the spacious, chic clubroom. Your new home at The Graham is sure to turn some heads.  -Gorgeous Quartz Countertops -Outdoor Pools, Tennis Courts And Playground -Express Bus Service To Pentagon Metro -All-New Windows -Outdoor Terrace With Grills And Fire Pit -Controlled Access Entry -Weekend Farmer's Market -All-New Soft Close Cabinetry -Stylish Lobby Entrance With Wifi And Coffee Bar -Vinyl Flooring -Stylishly Renovated Clubroom And Social Spaces -Pets Welcome!  Call:  show contact info   Pricing and Specials subject to change daily and restrictions may apply. Please contact leasing agent for details.",38.832,-77.12,dc
